189.680, 8.110, 0, 1.000
92.160, 174.250, 0, 1.000
-189.900, 189.590, 0, 1.000
238.740, -5.880, 0, 1.000
154.650, -98.920, 0, 1.000
-237.960, 189.020, 0, 1.000
105.010, 97.250, 0, 1.000
-95.970, -90.500, 0, 1.000
195.580, -179.680, 0, 1.000
48.620, 17.820, 0, 1.000
204.070, -177.890, 0, 1.000
56.750, 109.120, 0, 1.000
143.900, -205.880, 0, 1.000
-207.990, 31.540, 0, 1.000
-50.320, -81.010, 0, 1.000
226.020, 163.530, 0, 1.000
115.330, 171.360, 0, 1.000
-140.610, -3.180, 0, 1.000
-34.460, -196.570, 0, 1.000
-56.580, -193.340, 0, 1.000
-4.800, -152.330, 0, 1.000
32.610, 139.580, 0, 1.000
-100.950, -187.460, 0, 1.000
147.860, -64.150, 0, 1.000
-53.060, 101.390, 0, 1.000
51.430, 91.920, 0, 1.000
-185.250, -24.180, 0, 1.000
-153.340, -223.250, 0, 1.000
-111.240, 101.600, 0, 1.000
115.740, 173.190, 0, 1.000
82.150, 77.400, 0, 1.000
16.430, -163.490, 0, 1.000
-125.750, -0.020, 0, 1.000
81.220, 8.480, 0, 1.000
-144.650, 106.750, 0, 1.000
-50.670, 8.990, 0, 1.000
-177.570, 198.840, 0, 1.000
186.710, 130.750, 0, 1.000
176.380, 37.310, 0, 1.000
-99.560, 114.020, 0, 1.000
-109.530, 31.980, 0, 1.000
125.970, -131.100, 0, 1.000
-33.030, -108.560, 0, 1.000
-125.550, 8.730, 0, 1.000
106.240, 150.920, 0, 1.000
97.630, 226.920, 0, 1.000
-176.310, -211.250, 0, 1.000
-119.660, -225.100, 0, 1.000
-239.370, -43.270, 0, 1.000
190.370, 157.810, 0, 1.000
30.920, 32.340, 0, 1.000
-34.630, -220.650, 0, 1.000
-65.290, 113.690, 0, 1.000
-117.350, -148.280, 0, 1.000
13.390, -106.370, 0, 1.000
69.580, -26.270, 0, 1.000
-144.130, 176.230, 0, 1.000
190.830, -145.210, 0, 1.000
237.000, 120.220, 0, 1.000
-178.310, -89.010, 0, 1.000
69.780, 187.620, 0, 1.000
-218.650, -212.210, 0, 1.000
-186.600, 51.590, 0, 1.000
65.220, 86.830, 0, 1.000
-180.110, -215.740, 0, 1.000
119.970, -91.050, 0, 1.000
-107.770, -192.880, 0, 1.000
26.120, 24.630, 0, 1.000
-217.040, 34.860, 0, 1.000
-88.140, 43.930, 0, 1.000
165.950, 156.820, 0, 1.000
-104.890, 81.210, 0, 1.000
167.260, -33.840, 0, 1.000
127.840, -135.100, 0, 1.000
-233.100, 41.390, 0, 1.000
108.630, 166.740, 0, 1.000
191.410, 240.400, 0, 1.000
46.990, 185.930, 0, 1.000
92.520, 176.820, 0, 1.000
-100.680, 190.220, 0, 1.000
-229.970, -180.640, 0, 1.000
172.250, 169.760, 0, 1.000
177.980, 48.530, 0, 1.000
77.970, -228.320, 0, 1.000
-68.310, 71.300, 0, 1.000
144.870, 231.710, 0, 1.000
-34.720, -190.810, 0, 1.000
126.710, -58.820, 0, 1.000
69.000, 182.670, 0, 1.000
-184.490, 46.470, 0, 1.000
97.110, 36.490, 0, 1.000
126.260, -132.020, 0, 1.000
-16.690, -230.510, 0, 1.000
-154.320, -197.200, 0, 1.000
-168.790, -88.560, 0, 1.000
-70.550, -91.170, 0, 1.000
-164.930, 56.060, 0, 1.000
17.370, -148.760, 0, 1.000
34.400, 136.480, 0, 1.000
-54.560, 12.570, 0, 1.000
-55.220, -160.850, 0, 1.000
41.400, -73.350, 0, 1.000
-110.890, 102.800, 0, 1.000
66.250, -152.890, 0, 1.000
74.420, -122.480, 0, 1.000
-35.770, 224.130, 0, 1.000
39.510, 38.840, 0, 1.000
84.350, -46.360, 0, 1.000
1.510, -177.360, 0, 1.000
152.860, -89.030, 0, 1.000
164.960, -183.200, 0, 1.000
156.740, -194.460, 0, 1.000
-171.330, 156.690, 0, 1.000
89.840, -150.310, 0, 1.000
72.070, 195.940, 0, 1.000
-226.830, 220.750, 0, 1.000
-207.550, 42.610, 0, 1.000
-216.660, -71.910, 0, 1.000
66.460, -33.380, 0, 1.000
143.130, 232.700, 0, 1.000
-215.470, 39.660, 0, 1.000
109.550, -69.880, 0, 1.000
-216.350, 113.120, 0, 1.000
-0.980, -8.060, 0, 1.000
25.650, 25.480, 0, 1.000
121.960, -218.350, 0, 1.000
180.500, -57.790, 0, 1.000
55.140, 149.970, 0, 1.000
-96.970, -128.940, 0, 1.000
-183.720, -181.360, 0, 1.000
11.330, -240.870, 0, 1.000
177.740, -89.460, 0, 1.000
-191.130, -38.940, 0, 1.000
74.710, 31.620, 0, 1.000
-16.840, -67.810, 0, 1.000
43.870, 202.830, 0, 1.000
140.400, 124.300, 0, 1.000
-64.120, -187.640, 0, 1.000
-63.720, 123.690, 0, 1.000
18.530, -217.050, 0, 1.000
-117.470, -146.840, 0, 1.000
134.840, 121.790, 0, 1.000
126.590, 33.370, 0, 1.000
98.630, -154.060, 0, 1.000
-59.030, -31.960, 0, 1.000
198.630, 184.560, 0, 1.000
73.480, -7.920, 0, 1.000
36.840, -132.850, 0, 1.000
-238.530, 206.100, 0, 1.000
48.440, -0.110, 0, 1.000
-85.180, 194.840, 0, 1.000
139.880, -179.810, 0, 1.000
-109.710, 129.860, 0, 1.000
-93.670, -76.220, 0, 1.000
-103.580, 48.840, 0, 1.000
9.500, -46.450, 0, 1.000
4.360, 26.610, 0, 1.000
31.550, -111.500, 0, 1.000
17.190, 224.880, 0, 1.000
-139.030, 141.570, 0, 1.000
-238.470, 224.580, 0, 1.000
-54.050, -82.030, 0, 1.000
64.820, -152.120, 0, 1.000
80.700, 78.070, 0, 1.000
-188.370, -28.860, 0, 1.000
70.880, -41.190, 0, 1.000
-158.710, -147.090, 0, 1.000
-11.990, 217.520, 0, 1.000
-103.740, 77.280, 0, 1.000
-120.430, 22.900, 0, 1.000
-179.210, -22.930, 0, 1.000
179.920, -89.060, 0, 1.000
232.870, 148.740, 0, 1.000
213.140, -186.340, 0, 1.000
232.550, 130.790, 0, 1.000
-32.270, 88.010, 0, 1.000
191.910, 4.040, 0, 1.000
-88.740, 138.380, 0, 1.000
237.850, -145.510, 0, 1.000
-44.040, 17.630, 0, 1.000
157.540, 3.430, 0, 1.000
-148.940, 116.350, 0, 1.000
38.650, 39.790, 0, 1.000
35.460, -159.560, 0, 1.000
-97.560, -103.980, 0, 1.000
-75.050, -94.430, 0, 1.000
-6.410, 71.020, 0, 1.000
204.200, 228.100, 0, 1.000
